monument_id,asi_name,qid,style,architect,coord,match_method,match_score
ASI-00005,A temple Galganath Group Aihole Bagalkot,,,,,no_candidates,0
ASI-00006,A temple of Galganath Group Aihole Bagalkot,,,,,no_candidates,0
ASI-00007,A temple of Galganath Group Aihole Bagalkot,,,,,no_candidates,0
ASI-00008,Badiger Gudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00009,Basavanna Aihole Bagalkot,,,,,no_candidates,0
ASI-00010,Bhoyargudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00011,Bilegudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00012,Charanti Math (Murphadryavargudi) Aihole Bagalkot,,,,,no_candidates,0
ASI-00013,Charanti Math (Murphadryavargudi) Aihole Bagalkot,,,,,no_candidates,0
ASI-00014,Desayargudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00015,Dolmens Aihole Bagalkot,,,,,no_candidates,0
ASI-00016,Galganath temple Aihole Bagalkot,,,,,no_candidates,0
ASI-00017,Gardigudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00018,Gavdargudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00019,Gavdargudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00020,GavdaI shwargudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00021,The Great Durga Temple Aihole Bagalkot,,,,,no_candidates,0
ASI-00022,The Huchhimalli Gudi in Sy.No 64 Aihole Bagalkot,,,,,no_candidates,0
ASI-00023,Ishwar Aihole Bagalkot,,,,,no_candidates,0
ASI-00024,Ishwarling Aihole Bagalkot,,,,,no_candidates,0
ASI-00025,Ishwarling Aihole Bagalkot,,,,,no_candidates,0
ASI-00026,Ishwarling Aihole Bagalkot,,,,,no_candidates,0
ASI-00027,Ishwarling (no local name) Aihole Bagalkot 36 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00028,The Jain Temple of Meguti Aihole Bagalkot,,,,,no_candidates,0
ASI-00029,Jotirling Temple Aihole Bagalkot,,,,,no_candidates,0
ASI-00030,Karegudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00031,Kintgudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00032,Maddingudi (Basavanna) Aihole Bagalkot,,,,,no_candidates,0
ASI-00033,Maddingudi (Basavanna) Aihole Bagalkot,,,,,no_candidates,0
ASI-00034,Yogi narayan Temple Aihole Bagalkot,,,,,no_candidates,0
ASI-00035,Matha or Hall just behind the last without a Aihole Bagalkot shrine,,,,,no_candidates,0
ASI-00036,Mena Basti (Jain Cave ) Aihole Bagalkot,,,,,no_candidates,0
ASI-00037,No name,,,,,no_candidates,0
ASI-00038,No name close to no.99 Aihole Bagalkot,,,,,low_confidence,25
ASI-00039,Rachigudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00040,Ramling Temple Aihole Bagalkot,,,,,low_confidence,25.92592593
ASI-00041,Ravan Phadi (Brahmanical cave) Aihole Bagalkot,,,,,no_candidates,0
ASI-00042,Small temple to south-west of the Great Aihole Bagalkot Durga Temple,,,,,low_confidence,22.5
ASI-00043,Temple adjoining Konti Gudi on west side Aihole Bagalkot and inscription tablet within the temple,,,,,no_candidates,0
ASI-00044,The temple adjoining Konti Gudi on South- Aihole Bagalkot West side,,,,,no_candidates,0
ASI-00045,Temple and adjoining smaller buildings in Aihole Bagalkot Survey No. 66,,,,,no_candidates,0
ASI-00046,Temple close beside last (The last two are in Aihole Bagalkot fields 1 or 285 or both),,,,,no_candidates,0
ASI-00047,Temple in village close to that of LadKhan to Aihole Bagalkot its north-east corner,,,,,no_candidates,0
ASI-00048,Temples in fields a short distance from the Aihole Bagalkot north-west corner of village,,,,,no_candidates,0
ASI-00049,Temple in Survey No. 270 owned by Aihole Bagalkot Huchhappaya,,,,,no_candidates,0
ASI-00050,The temple of Ladkhan Aihole Bagalkot,,,,,no_candidates,0
ASI-00051,Temple on the north of the last Aihole Bagalkot,,,,,no_candidates,0
ASI-00052,Temple with front white washed with a large Aihole Bagalkot Nandi in the Hall (about 100yards west of the south -west gate way of the town),,,,,no_candidates,0
ASI-00053,Tryambakeshawar temple (black marble Aihole Bagalkot Ishwarling),,,,,no_candidates,0
ASI-00054,The two- storied Jain temple and cave on hill Aihole Bagalkot under Meguti,,,,,no_candidates,0
ASI-00055,Virbhadradever temple Aihole Bagalkot,,,,,no_candidates,0
ASI-00056,Veniavar Gudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00057,Veniavar Gudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00058,VeniavarGudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00059,Yanniavar Gudi Aihole Bagalkot,,,,,no_candidates,0
ASI-00060,Old Gate Amingad village Bagalkot,,,,,no_candidates,0
ASI-00061,Stone bearing an Inscription Arshibidi (Gudur) Bagalkot,,,,,no_candidates,0
ASI-00062,Stone bearing an Inscription Arshibidi (Gudur) Bagalkot,,,,,no_candidates,0
ASI-00063,Stone bearing an Inscription Arshibidi (Gudur) Bagalkot,,,,,no_candidates,0
ASI-00064,The Bhutnath group of temples on the east Badami Bagalkot margin of the tank,,,,,no_candidates,0
ASI-00065,The group of temples on the north side of the Badami Bagalkot lake towards the east end 37 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00066,Lakutisa temple immediately behind the Badami Bagalkot Bhutnath group,,,,,no_candidates,0
ASI-00067,The Jain and Vaishnava Caves Badami Bagalkot,,,,,no_candidates,0
ASI-00068,Large seated image,,,,,no_candidates,0
ASI-00069,Rock Shelter locally known as sidalephadi Badami Bagalkot together with adjacent land comprised in part of survey plot no.534,,,,,no_candidates,0
ASI-00070,Sculptures on the Rock Behind the Above Badami Bagalkot,,,,,no_candidates,0
ASI-00071,The south fort and the old gun Badami Bagalkot,,,,,no_candidates,0
ASI-00072,Temple on the knoll under the bastion of the Badami Bagalkot north fort,,,,,no_candidates,0
ASI-00073,The north fort and temples Badami Bagalkot,,,,,no_candidates,0
ASI-00074,Hermitage in the natural cavern to the east of Badami Bagalkot the lake,,,,,no_candidates,0
ASI-00075,The whole length of the remains of the Badami Bagalkot ancient Chalukyan City walls including moat and moat walls and all ancient gates and ancient dam forming the western boundary of the Bhutnath tank,,,,,no_candidates,0
ASI-00076,Inscriptions Belur Bagalkot,,,,,no_candidates,0
ASI-00077,Kalika Bhavani temple Bevoor Bagalkot,,,,,no_candidates,0
ASI-00078,Narayandev temple Bevoor Bagalkot,,,,,no_candidates,0
ASI-00079,Rameshwar temple Bevoor Bagalkot,,,,,no_candidates,0
ASI-00080,Inscriptions Bhairanmatti Bagalkot,,,,,no_candidates,0
ASI-00081,Old temple now partly buried to the right side Cholachgud Bagalkot of the main entrance to the modern Banshankri temple,,,,,no_candidates,0
ASI-00082,Old temple with all adjacent ancient Cholachgud Bagalkot structures - gateways to the left side of the entrance to the modern Banshankri temple,,,,,no_candidates,0
ASI-00083,Tank with colonnades at Banashankari Cholachgud Bagalkot,,,,,no_candidates,0
ASI-00084,"An old Jain temple on top of a hill locally Hallur Bagalkot known as ""Melgudi""",,,,,low_confidence,17.39130435
ASI-00085,"Vishveshwar temple in the village with two big Hallur Bagalkot "" Dwarpalas"" probably brought from some other temple and main entrance to the court yard.",,,,,no_candidates,0
ASI-00086,Inscriptions Katgeri Bagalkot,,,,,no_candidates,0
ASI-00087,Nagnath Temple in the Nagnath valley near Nagralsamat Bagalkot Shivayogamandir.,,,,,no_candidates,0
ASI-00088,Inscriptions Nandikeshwar Bagalkot,,,,,no_candidates,0
ASI-00089,Inscriptions Nandwadagi Bagalkot,,,,,no_candidates,0
ASI-00090,Chandrashekhar temple near Sangmeshwar Pattadkal Bagalkot temple and towards its north,,,,,no_candidates,0
ASI-00091,A Dolmen on the south side of the road Pattadkal Bagalkot leading from the village to Badami about a mile to the west.,,,,,no_candidates,0
ASI-00092,Galganath temple on the north of Pattadkal Bagalkot Sangameshwar temple,,,,,no_candidates,0
ASI-00093,The great temple of Virupaxa in use Pattadkal Bagalkot,,,,,no_candidates,0
ASI-00094,The jain temple included in the mission area Pattadkal Bagalkot 38 Sl.No. Name of the Monument / Site Locality District about ¼ of a mile from the village on the west,,,,,no_candidates,0
ASI-00095,Jambulinga temple on the west of Galganath. Pattadkal Bagalkot,,,,,no_candidates,0
ASI-00096,Kadshiddeshwar temple to the north of the Pattadkal Bagalkot last named and on the outside of the north wall of the village,,,,,no_candidates,0
ASI-00097,Kashi Vishveshwar temple close beside and Pattadkal Bagalkot on the north side of Malikarjuna's,,,,,no_candidates,0
ASI-00098,Monolithic stone pillar bearing inscriptions Pattadkal Bagalkot,,,,,no_candidates,0
ASI-00099,The temple of Malikarjuna close to and at the Pattadkal Bagalkot north-west corner of Virupaxa's,,,,,no_candidates,0
ASI-00100,The temple of Papnath at the south-east Pattadkal Bagalkot corner of the village,,,,,no_candidates,0
ASI-00101,The temple of Sangameshwar to the north of Pattadkal Bagalkot Virupaxa's,,,,,no_candidates,0
ASI-00102,Western Chalukya inscription dated Shake Asundi Belagavi 1015 in the temple of Banshankari,,,,,no_candidates,0
ASI-00103,Two inscriptions of Ratta chieftains,,,,,low_confidence,30.3030303
ASI-00104,Kadamba inscription dated Kaliyuga 4282 Bailur Belagavi (lying in the village).,,,,,no_candidates,0
ASI-00105,Old Jain temple outside the Commisariat Belagavi Fort Belagavi store yard but close to it.,,,,,no_candidates,0
ASI-00106,Old Jain temple in the corner of the Belagavi Fort Belagavi Commisariat store yard.,,,,,low_confidence,39.71631206
ASI-00107,Remains of an old Hindu temple near the Belagavi Fort Belagavi barracks.,,,,,no_candidates,0
ASI-00108,Safa Masjid Belagavi Fort Belagavi,,,,,no_candidates,0
ASI-00109,Fragment of a western Chalukya inscription Belavdi Belagavi of Shake 992 in the temple of Virbhadradev.,,,,,no_candidates,0
ASI-00110,Kanarese or Telugu inscription of about the Degalavalli Belagavi 15th century in the old temple of Ishvar.,,,,,no_candidates,0
ASI-00111,Small old temple known as Bastigudi with Degaon Belagavi four Kadamba inscriptions,,,,,no_candidates,0
ASI-00112,Two Kadamba inscriptions dated Kaliyuga Halshi Belagavi 4270 and 4272 in the temple of VarahNarsinh,,,,,no_candidates,0
ASI-00113,Group of temples at Halsi,,,,,no_candidates,0
ASI-00114,Ratta tablet dated Shake 1130 and 1178 in Hannikeri Belagavi the temple of Brahmadev,,,,,no_candidates,0
ASI-00115,Temple of Panchlingdev outside the village Huli Belagavi,,,,,no_candidates,0
ASI-00116,Inscriptions on two pillars in the above temple Huli Belagavi,,,,,no_candidates,0
ASI-00117,Western Chalukya inscription of the time of Kadroli Belagavi Someshvardev II dated shake 997 in the temple of Shankardev,,,,,no_candidates,0
ASI-00118,Ratta inscription dated Shake 1127 in an old Kalloli Belagavi Jain basti.,,,,,no_candidates,0
ASI-00119,Kadamba inscription dated Kaliyuga 4289 in Kittur Belagavi the temple of Basava.,,,,,no_candidates,0
ASI-00120,Three groups of Dolmens Konnur Belagavi 39 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00121,Ratta inscription of Shake 1075 in the temple Konnur Belagavi of Mahalingeshvar.,,,,,no_candidates,0
ASI-00122,Ratta inscription of Shake 1000 and 1043 in a Konnur Belagavi Jain temple in the village,,,,,no_candidates,0
ASI-00123,Ruined temple of perhaps the 11th century Konnur Belagavi,,,,,no_candidates,0
ASI-00124,Inscription against the wall of the temple of Manoli Belagavi Panchlingdev of the yadav king Singhana of Devgiri dated Shake 1145.,,,,,no_candidates,0
ASI-00125,Inscription in the temple of Udachava of Manoli Fort Belagavi Khandhara or Krishna dated Shake 1174,,,,,no_candidates,0
ASI-00126,Inscription of Sadashivdevraya of Vijayanagar Murgod Belagavi in the temple of Malikarjuna,,,,,low_confidence,33.53293413
ASI-00127,An old and typical Jain temple in the Jungle Nandgad Belagavi with fine carving.,,,,,no_candidates,0
ASI-00128,Inscription dated Shake 1141 of the time of Nesargi Belagavi the Ratta chieftain Kartavirya IV in the old temple of Basava.,,,,,no_candidates,0
ASI-00129,Fragment of a Ratta tablet dated Shake 1168 Padli Belagavi in the temple of Narayandev,,,,,no_candidates,0
ASI-00130,Jumma Masjid Sampgaon Belagavi,,,,,no_candidates,0
ASI-00131,Ratta inscription dated Shake 971 and 1010 Saundatti Belagavi and a fragment of another dated Shake 970 in the temple of Ankuseshvar.,,,,,no_candidates,0
ASI-00132,Two inscriptions dated respectively Shake Saundatti Belagavi 797 and 902 in the old Jain temple,,,,,no_candidates,0
ASI-00133,A Silahara inscription of Shake 1078 in the Shedbal Belagavi temple of Basaveshvar,,,,,no_candidates,0
ASI-00134,Ratta inscription at the water fall near the Sogal Belagavi temple of Someshvar dated Shake 902,,,,,no_candidates,0
ASI-00135,Vijayanagar inscription of Krishnaraya dated Ugargol Belagavi Shake 1436 in the temple of Yellamma,,,,,no_candidates,0
ASI-00136,Jain Temple of Mukteshvar Wakkund Belagavi,,,,,no_candidates,0
ASI-00137,Banashankaridevi Amargol Dharwad,,,,,no_candidates,0
ASI-00138,Shankar ling Amargol Dharwad,,,,,no_candidates,0
ASI-00139,Shri Amrateshvar Annigeri Dharwad,,,,,no_candidates,0
ASI-00140,The Two Fort Gates (inner and outer) Dharwad Dharwad,,,,,no_candidates,0
ASI-00141,Basvanna Dev temple Tambur Dharwad,,,,,no_candidates,0
ASI-00142,Chandramanleshvar Unkal Dharwad,,,,,no_candidates,0
ASI-00143,Viragal on land of the Hatagara Mallaraya; Betigeri Gadag also inscribed memorial stones in a walled enclosure in the village. (The collection of stones sixteen in number and enclosed by a mud by wall locally known as Mallarayankatti),,,,,no_candidates,0
ASI-00144,Dodbasappa Temple Dambal Gadag,,,,,no_candidates,0
ASI-00145,Someshwar Temple Dambal Gadag,,,,,no_candidates,0
ASI-00146,Sarasvati Temple Gadag Gadag,,,,,no_candidates,0
ASI-00147,Someshvar Temple Gadag Gadag,,,,,no_candidates,0
ASI-00148,The two stone inscriptions fixed in the wall of Hombal Gadag the Shankarling temple,,,,,no_candidates,0
ASI-00149,Jain Basti Lakkundi Gadag,,,,,no_candidates,0
ASI-00150,Kashivishveshvar Lakkundi Gadag,,,,,no_candidates,0
ASI-00151,Kumbargeri ishvar Lakkundi Gadag,,,,,no_candidates,0
ASI-00152,Mankeshvar at Muskinbhanvi Lakkundi Gadag 40 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00153,Muskin Bhanvi Lakkundi Gadag,,,,,no_candidates,0
ASI-00154,Nagnath near The Jain Temple Lakkundi Gadag,,,,,no_candidates,0
ASI-00155,Naneshvar Lakkundi Gadag,,,,,no_candidates,0
ASI-00156,The stone inscription in side Shankarling Nargund Gadag temple,,,,,no_candidates,0
ASI-00157,Kalmeshvar Balambid Haveri,,,,,no_candidates,0
ASI-00158,Nagareshwra temple or Aravattukambhad Bankapur Haveri Gudi,,,,,no_candidates,0
ASI-00159,Muktheshvar Chavadadanapur Haveri,,,,,no_candidates,0
ASI-00160,Galageshvar Galagnath Haveri,,,,,no_candidates,0
ASI-00161,Old ruined temple between the fort and tank Hangal Haveri with the two sides of a very finely sculptured doorway partly buried in accumulated earth,,,,,no_candidates,0
ASI-00162,Tarakeshvar Hangal Haveri,,,,,no_candidates,0
ASI-00163,Virabhadra Temple in Hangal Fort Hangal Haveri,,,,,low_confidence,33.33333333
ASI-00164,Kaleshwar temple to the north of Someshwar Haralhalli Haveri temple,,,,,no_candidates,0
ASI-00165,Someshvar Temple Harlahalli Haveri,,,,,no_candidates,0
ASI-00166,Shiddeshvar Temple Haveri Haveri,,,,,no_candidates,0
ASI-00167,Temple of Sarveshvar Naregal Haveri,,,,,no_candidates,0
ASI-00168,Kadambeshvar Temple Rattihalli Haveri,,,,,no_candidates,0
ASI-00169,Inscriptions in the Markandeshwar Temple Bailur Uttar Kannada,,,,,no_candidates,0
ASI-00170,Carved bed stead of stone existing in a small Banavasi Uttar Kannada chamber in the south side of the compound of Madhukeshwar Temple,,,,,no_candidates,0
ASI-00171,Madhukeshwar Temple Banavasi Uttar Kannada,,,,,no_candidates,0
ASI-00172,Inscriptions in Madhukeshwar Temple Banavasi Uttar Kannada,,,,,no_candidates,0
ASI-00173,Stones (Viragals) Bedkani Uttar Kannada,,,,,no_candidates,0
ASI-00174,Adke Narayan Devasthan and 2 Others Bhatkal Uttar Kannada (i) Virupaksha Devasthan (ii) Venkatraman Devasthan,,,,,no_candidates,0
ASI-00175,Jattappa Naikan Chandra Natheshwar Basti Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00176,Joshi Shakar Narayan Devashtan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00177,Ketpai Narayan Devasthan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00178,Lakars Kamati Narayan Devasthan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00179,Narsinha Devasthan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00180,Paraswanatheshwar Basti Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00181,Raghunath Devasthan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00182,Santappa Naik Tirumal Devasthan Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00183,Three European Graves Bhatkal Uttar Kannada,,,,,no_candidates,0
ASI-00184,Inscriptions Bilgi Uttar Kannada,,,,,no_candidates,0
ASI-00185,The Jain Basti of Parashwanath Bilgi Uttar Kannada,,,,,no_candidates,0
ASI-00186,A small deserted temple dedicated to Siva,,,,,no_candidates,0
ASI-00187,Virupaksh Temple Bilgi Uttar Kannada,,,,,no_candidates,0
ASI-00188,Virabhadraswami temple together with Gudnapur Uttar Kannada sculptures and inscribed pillar comprising in part of Gramatana,,,,,no_candidates,0
ASI-00189,Basti Chandranath Deva Hadvalli Uttar Kannada,,,,,no_candidates,0
ASI-00190,Carved stones near the temple of the Gram Hosur Uttar Kannada 41 Sl.No. Name of the Monument / Site Locality District deva,,,,,no_candidates,0
ASI-00191,The Figure of a Tiger opposite the English Kumta Uttar Kannada School,,,,,no_candidates,0
ASI-00192,Tombs on the right side of the Manki Kumta Kumta Uttar Kannada road,,,,,no_candidates,0
ASI-00193,Fort Mirjan Uttar Kannada,,,,,no_candidates,0
ASI-00194,Chaturmukh Basti Nagarbasti Keri or Uttar Kannada Gersappa,,,,,no_candidates,0
ASI-00195,Inscriptions Nagarbasti Keri or Uttar Kannada Gersappa,,,,,no_candidates,0
ASI-00196,Vardhaman swami Temple Nagarbasti Keri or Uttar Kannada Gersappa,,,,,no_candidates,0
ASI-00197,Virbhadra Temple Nagarbasti Keri or Uttar Kannada Gersappa,,,,,no_candidates,0
ASI-00198,Temple of Shiva,,,,,no_candidates,0
ASI-00199,The King's Seat Sonda Uttar Kannada,,,,,no_candidates,0
ASI-00200,Temple closes to,,,,,no_candidates,0
ASI-00201,Ancient Hindu temple of Shri Dattatraya Chattarki(Gaotha) Vijayapura,,,,,no_candidates,0
ASI-00202,Inscriptions Hippargi Vijayapura,,,,,low_confidence,47.36842105
ASI-00203,Masjid in the Village site Khatijapur Vijayapura,,,,,no_candidates,0
ASI-00204,All (four) water pavilions Kumatgi Vijayapura,,,,,no_candidates,0
ASI-00205,Water pavilion in Survey No. 318 Kumatgi Vijayapura,,,,,no_candidates,0
ASI-00206,The Badi Kaman including ancient arcades to Mahal Bagayat Vijayapura its east and west sides as well as those recentely discovered and running on either side of the road from Monument (Badi Kaman) to Mustafa Khan’s Masjid,,,,,no_candidates,0
ASI-00207,Small masjid near Afzul Khan's wives’ tombs MahalBagayat Vijayapura,,,,,no_candidates,0
ASI-00208,Fort Walls Navraspur Vijayapura,,,,,no_candidates,0
ASI-00209,Shankarling temple including inscriptions Nimbal Vijayapura,,,,,no_candidates,0
ASI-00210,Shri Ramdev Temple with its compound and Talikot village Vijayapura well,,,,,no_candidates,0
ASI-00211,Aqueduct running from Bhat Bavdi,,,,,no_candidates,0
ASI-00212,Mahal at Ainapur in field Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00213,Afzulkhan’s wives’ tombs Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00214,Afzulkhan's Cenotaph Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00215,Ain-ul-mulk's tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00216,Ali I Rauza Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00217,Ali II Rouza Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00218,Alli Shahid Pir's Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00219,All old guns on ramparts and in trophy Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00220,The Ambar Kana Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00221,The Andu Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00222,Asar Mahal Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00223,Batula Khan’s Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00224,Bukhari Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00225,The Chand Bavri Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00226,Chhoti Asar Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00227,Chinch Didi Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00228,Dakhani Idgah Vijayapura Vijayapura 42 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00229,The dam of the Ramling Tank of length about Vijayapura Vijayapura 1,,,,,no_candidates,0
ASI-00230,The Gagan Mahal Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00231,Dhaiwadi Masjid near Allapur gate Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00232,The gates and walls of city & citadels Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00233,The Gol Gumbaz Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00234,The Grave of Aurangzaeb's wife in The Vijayapura Vijayapura Navbag.,,,,,no_candidates,0
ASI-00235,The Green Stone Tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00236,The Gumat Baori Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00237,Haji Hasan Saheb's tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00238,Hasan Guljar's tomb with marble tomb stone Vijayapura Vijayapura near Ramling Tank,,,,,no_candidates,0
ASI-00239,Hyder (Upli) Buruj Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00240,Hyderkhan's Tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00241,Ibrahim I Jami Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00242,Ikhalas Khan's Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00243,Jahan Begam’s Tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00244,The Jalamandir Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00245,The Jod Gumbaz Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00246,The Juma Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00247,The Kamarkhi Gumbaz Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00248,The Ibrahim Rouza Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00249,Karim-Uddin's Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00250,The Makka Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00251,The Mihtari Mahal Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00252,The Moats of the City wall Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00253,The Mosque at the Gol Gumbaz Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00254,Mosque No 21 behind the Chanda Bavri Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00255,Mosque No 213 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00256,Mosque No 366 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00257,Moti Darga Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00258,The Mubarak-Khan's Mahal Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00259,The Mulla Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00260,Mustafa Khan's Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00261,Nan Gumbaz Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00262,Nitya Navari tomb and Masjid near Moti Vijayapura Vijayapura Masjid,,,,,no_candidates,0
ASI-00263,Old Mosque No 294 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00264,A Ruined gateway with inscription slab no. Vijayapura Vijayapura 127,,,,,no_candidates,0
ASI-00265,The Sat Mazli Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00266,Shaha Navazkhan's tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00267,Shikandar Shah's Tomb Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00268,The Small pavilion in front of The Arash Vijayapura Vijayapura Mahal 43 Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00269,A Small Tomb No 47 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00270,The Sonheri Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00271,Tomb of Pir Shaikh Hamid Khadir Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00272,Tomb No 22 on the western bank of Vijayapura Vijayapura Chandabavdi,,,,,no_candidates,0
ASI-00273,Tomb No 48 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00274,The two different moats of the citadel locally Vijayapura Vijayapura known as Arquilla,,,,,no_candidates,0
ASI-00275,The Water Pavilions Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00276,Water pavilion to the south of the church in Vijayapura Vijayapura the arquilla,,,,,no_candidates,0
ASI-00277,Water towers Nos. 61,,,,,low_confidence,56.33802817
ASI-00278,Well at Ibrahimpur Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00279,Yakub Dabuli's Mosque and tomb No. 204 Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00280,Yasuf's old Jami Masjid Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00281,The Zanjiri or Malik Jahan Begam's Mosque Vijayapura Vijayapura,,,,,no_candidates,0
ASI-00282,The Sangat and Nari Mahals at Torweh Vijayapura Vijayapura Hampi Circle Sl.No. Name of the Monument / Site Locality District,,,,,no_candidates,0
ASI-00001,Kalleswara Swami Temple Ambali Bellary,,,,,no_candidates,0
ASI-00002,Hampi Ruins and Ananthasayana Temple Ananthasayanagudi Bellary,,,,,no_candidates,0
ASI-00003,Kalleswara Swami Temple Anguru Bellary,,,,,no_candidates,0
ASI-00004,Tipu Sultan's Upper Fort and Citadel and Bellary Bellary Nagalacheruva,,,,,no_candidates,0
ASI-00005,Group of Jain Temples on the Hemakutahill Hampi Bellary,,,,,no_candidates,0
ASI-00006,Kadalekalu Ganesa Temple Hampi Bellary,,,,,no_candidates,0
ASI-00007,Monolithic Bull Hampi Bellary,,,,,no_candidates,0
ASI-00008,Sasvikal Ganesa Temple Hampi Bellary,,,,,no_candidates,0
ASI-00009,Vishnupad Temple Hampi Bellary,,,,,no_candidates,0
ASI-00010,Virupaksha Temple and Bazar Hampi Bellary,,,,,no_candidates,0
ASI-00011,Kalleswara Swami Temple Hire-Hyadagalli Bellary,,,,,no_candidates,0
ASI-00012,Kalleswara Swami Temple Huvina Hadagalli Bellary,,,,,no_candidates,0
ASI-00013,Band tower in Danniak's enclosure Kamalapuram Bellary,,,,,no_candidates,0
ASI-00014,Basement of a Large Ruined building Kamalapuram Bellary opposite to Muhammadan Mosque and also the Platform Northeast of Dannlak's enclosure,,,,,no_candidates,0
ASI-00015,Basement of a Palace near small Kamalapuram Bellary underground shrine chamber,,,,,no_candidates,0
